Title,Date
"Men in Black 3","18-07-17"
"Machine Gun Preacher","08-07-17"
"The Amazing Spider-Man","07-07-17"
"Wallander: Seizoen 4: A Lesson in Love","03-07-17"
"Wallander: Seizoen 4: The White Lioness","02-07-17"
"The Bounty Hunter","01-07-17"
"Sleepless in Seattle","01-07-17"
"Maria Lang Mysteries: Dood van een geliefde","30-06-17"
"100 Meters","17-06-17"
"Jagten","17-06-17"
"War Machine","15-06-17"
"Bloodline: Seizoen 3: Deel 33","11-06-17"
"Bloodline: Seizoen 3: Deel 32","11-06-17"
"Bloodline: Seizoen 3: Deel 31","11-06-17"
"Bloodline: Seizoen 3: Deel 30","10-06-17"
"Bloodline: Seizoen 3: Deel 29","09-06-17"
"Bloodline: Seizoen 3: Deel 28","08-06-17"
"Bloodline: Seizoen 3: Deel 27","08-06-17"
"Bloodline: Seizoen 3: Deel 26","08-06-17"
"Bloodline: Seizoen 3: Deel 25","06-06-17"
"Bloodline: Seizoen 3: Deel 24","06-06-17"
"Designated Survivor: Seizoen 1: Brace for Impact","06-06-17"
"Broadchurch: Seizoen 2: Aflevering 8","19-05-17"
"Broadchurch: Seizoen 2: Aflevering 7","19-05-17"
"Broadchurch: Seizoen 2: Aflevering 6","18-05-17"
"Broadchurch: Seizoen 2: Aflevering 5","18-05-17"
"Designated Survivor: Seizoen 1: Bombshell","18-05-17"
"Broadchurch: Seizoen 2: Aflevering 4","16-05-17"
"Broadchurch: Seizoen 2: Aflevering 3","16-05-17"
"Broadchurch: Seizoen 2: Aflevering 2","15-05-17"
"Broadchurch: Seizoen 2: Aflevering 1","15-05-17"
"Designated Survivor: Seizoen 1: Misalliance","15-05-17"
"The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared","09-05-17"
"In the Valley of Elah","05-05-17"
"Designated Survivor: Seizoen 1: Lazarus","03-05-17"
"Hinterland: Seizoen 2: Aflevering 2","29-04-17"
"De 100-jarige man die uit het raam klom en verdween","29-04-17"
"Designated Survivor: Seizoen 1: The Ninth Seat","28-04-17"
"Designated Survivor: Seizoen 1: Party Lines","28-04-17"
"Code 37: Deborah","24-04-17"
"Code 37: Bij de keel","24-04-17"
"Criminal","23-04-17"
"Sand Castle","22-04-17"
"Hinterland: Seizoen 2: Aflevering 1","18-04-17"
"Midnight Express","17-04-17"
"Designated Survivor: Seizoen 1: One Hundred Days","12-04-17"
"Sorjonen: Het eindspel: Deel 2","11-04-17"
"Sorjonen: Het eindspel: Deel 1","11-04-17"
"Sorjonen: De dame in het meer: Deel 2","11-04-17"
"Sorjonen: De dame in het meer: Deel 1","06-04-17"
"Designated Survivor: Seizoen 1: Commander-in-Chief","06-04-17"
"Designated Survivor: Seizoen 1: Backfire","06-04-17"
"Breaking Bad: Seizoen 1: Pilotaflevering","05-04-17"
"Merantau","05-04-17"
"Sorjonen: Woede: Deel 2","04-04-17"
"Sorjonen: Woede: Deel 1","04-04-17"
"Sorjonen: Libellen: Deel 2","03-04-17"
"Sorjonen: Libellen: Deel 1","01-04-17"
"Sorjonen: Het poppenhuis: Deel 3","01-04-17"
"Sorjonen: Het poppenhuis: Deel 2","01-04-17"
"Sorjonen: Het poppenhuis: Deel 1","01-04-17"
"Designated Survivor: Seizoen 1: The End of the Beginning","28-03-17"
"Designated Survivor: Seizoen 1: Warriors","28-03-17"
"Designated Survivor: Seizoen 1: The Oath","28-03-17"
"Designated Survivor: Seizoen 1: The Blueprint","26-03-17"
"Designated Survivor: Seizoen 1: The Results","24-03-17"
"Designated Survivor: Seizoen 1: The Traitor","24-03-17"
"300","24-03-17"
"Designated Survivor: Seizoen 1: The Interrogation","23-03-17"
"Designated Survivor: Seizoen 1: The Mission","23-03-17"
"Designated Survivor: Seizoen 1: The Enemy","23-03-17"
"Designated Survivor: Seizoen 1: The Confession","23-03-17"
"Designated Survivor: Seizoen 1: The First Day","22-03-17"
"Designated Survivor: Seizoen 1: Pilot","22-03-17"
"Shooter: Seizoen 1: Danger Close","28-02-17"
"Johan Falk: Seizoen 1: Wapenbroeders","21-02-17"
"Remember the Titans","19-02-17"
"Hurricane Carter","19-02-17"
"Body of Lies","18-02-17"
"Kon-Tiki","17-02-17"
"Johan Falk: Seizoen 1: Speciale eenheid","16-02-17"
"The Blind Side","15-02-17"
"22 Bullets","08-02-17"
"Blå ögon: Trekvogels","06-02-17"
"Blå ögon: Tot stof zult gij wederkeren","05-02-17"
"Blå ögon: Duizend speldenprikken","05-02-17"
"Blå ögon: Het feest kan beginnen","05-02-17"
"Annika Bengtzon: Crime Reporter: Nobel's testament","28-01-17"
"Shooter: Seizoen 1: Killing Zone","26-01-17"
"Shooter: Seizoen 1: Recon by Fire","26-01-17"
"Norskov: Diana's son","22-01-17"
"Norskov: Tom Comes Home","22-01-17"
"The Team: Seizoen 1: Aflevering 8","22-01-17"
"The Team: Seizoen 1: Aflevering 7","21-01-17"
"The Team: Seizoen 1: Aflevering 6","21-01-17"
"The Team: Seizoen 1: Aflevering 5","20-01-17"
"The Team: Seizoen 1: Aflevering 4","18-01-17"
"The Team: Seizoen 1: Aflevering 3","18-01-17"
"The Team: Seizoen 1: Aflevering 2","17-01-17"
"The Team: Seizoen 1: Aflevering 1","17-01-17"
"Shooter: Seizoen 1: Overwatch","11-12-16"
"Shooter: Seizoen 1: Musa Qala","11-12-16"
"Shooter: Seizoen 1: Exfil","11-12-16"
"Shooter: Seizoen 1: Point of Impact","11-12-16"
"The Company You Keep","06-12-16"
"Broken City","02-12-16"
"The Water Diviner","28-11-16"
"Elizabeth","27-11-16"
"The Crown: Seizoen 1: Gloriana","25-11-16"
"The Crown: Seizoen 1: Assassins","23-11-16"
"The Crown: Seizoen 1: Pride & Joy","22-11-16"
"The Crown: Seizoen 1: Scientia Potentia Est","22-11-16"
"The Crown: Seizoen 1: Gelignite","21-11-16"
"The Crown: Seizoen 1: Smoke and Mirrors","21-11-16"
"The Crown: Seizoen 1: Act of God","20-11-16"
"The Crown: Seizoen 1: Windsor","20-11-16"
"The Crown: Seizoen 1: Hyde Park Corner","20-11-16"
"The Crown: Seizoen 1: Wolferton Splash","20-11-16"
"Gran Hotel: Deel 1","01-11-16"
"The Crown - Motion Video -  1 loop","31-10-16"
"Broadchurch: Aflevering 8","30-10-16"
"Broadchurch: Aflevering 7","30-10-16"
"Broadchurch: Aflevering 6","30-10-16"
"Broadchurch: Aflevering 5","30-10-16"
"Broadchurch: Aflevering 4","30-10-16"
"Broadchurch: Aflevering 3","30-10-16"
"The Chronicles of Riddick","27-10-16"
"Shaft","27-10-16"
"Broadchurch: Aflevering 2","25-10-16"
"Broadchurch: Aflevering 1","25-10-16"
"The Iceman","23-10-16"
"Marcella: Seizoen 1: Aflevering 8","21-10-16"
"Marcella: Seizoen 1: Aflevering 7","21-10-16"
"Marcella: Seizoen 1: Aflevering 6","21-10-16"
"Marcella: Seizoen 1: Aflevering 5","20-10-16"
"Marcella: Seizoen 1: Aflevering 4","19-10-16"
"Marcella: Seizoen 1: Aflevering 3","19-10-16"
"Marcella: Seizoen 1: Aflevering 2","16-10-16"
"Marcella: Seizoen 1: Aflevering 1","16-10-16"
"Marvel's Luke Cage: You Know My Steez","13-10-16"
"Marvel's Luke Cage: Soliloquy of Chaos","12-10-16"
"Marvel's Luke Cage: Now You're Mine","12-10-16"
"Marvel's Luke Cage: Take It Personal","08-10-16"
"Marvel's Luke Cage: DWYCK","08-10-16"
"Marvel's Luke Cage: Blowin' Up the Spot","07-10-16"
"Marvel's Luke Cage: Manifest","07-10-16"
"Marvel's Luke Cage: Suckas Need Bodyguards","06-10-16"
"Marvel's Luke Cage: Just to Get a Rep","06-10-16"
"Marvel's Luke Cage: Step in the Arena","06-10-16"
"Marvel's Luke Cage: Who's Gonna Take the Weight?","06-10-16"
"Marvel's Luke Cage: Code of the Streets","05-10-16"
"Marvel's Luke Cage: Moment of Truth","05-10-16"
"G.I. Jane","02-10-16"
"The Hunted","30-09-16"
"The A-Team","17-08-16"
"The Talented Mr. Ripley","10-08-16"
"Blackhat","09-08-16"
"Malavita (The Family)","29-07-16"
"Freelancers","20-07-16"
"Trash","01-07-16"
"Penny's Shadow","01-07-16"
"Welcome to the Jungle","29-06-16"
"The Eagle","28-06-16"
"The Proposal","27-06-16"
"Tyrant: Gone Fishing","26-06-16"
"Tyrant: Gaslight","26-06-16"
"Tyrant: Meet the New Boss","25-06-16"
"Tyrant: Preventative Medicine","25-06-16"
"Tyrant: What the World Needs Now","25-06-16"
"Tyrant: Hail Mary","25-06-16"
"Tyrant: Sins of the Father","25-06-16"
"Tyrant: My Brother's Keeper","25-06-16"
"Tyrant: State of Emergency","22-06-16"
"Tyrant: Pilot","22-06-16"
"30 grader i februari: Seizoen 2: Aflevering 10","21-06-16"
"30 grader i februari: Seizoen 2: Aflevering 9","21-06-16"
"30 grader i februari: Seizoen 2: Aflevering 8","20-06-16"
"30 grader i februari: Seizoen 2: Aflevering 7","20-06-16"
"30 grader i februari: Seizoen 2: Aflevering 6","20-06-16"
"30 grader i februari: Seizoen 2: Aflevering 5","20-06-16"
"30 grader i februari: Seizoen 2: Aflevering 4","19-06-16"
"30 grader i februari: Seizoen 2: Aflevering 3","19-06-16"
"30 grader i februari: Seizoen 2: Aflevering 2","18-06-16"
"30 grader i februari: Seizoen 2: Aflevering 1","18-06-16"
"30 grader i februari: Aflevering 10","18-06-16"
"30 grader i februari: Aflevering 9","18-06-16"
"30 grader i februari: Aflevering 8","18-06-16"
"30 grader i februari: Aflevering 7","18-06-16"
"30 grader i februari: Aflevering 6","14-06-16"
"30 grader i februari: Aflevering 5","14-06-16"
"30 grader i februari: Aflevering 4","14-06-16"
"30 grader i februari: Aflevering 3","13-06-16"
"30 grader i februari: Aflevering 2","13-06-16"
"30 grader i februari: Aflevering 1","13-06-16"
"The Lady","13-06-16"
"McFarland USA","12-06-16"
"Bloodline: Seizoen 2: Deel 23","09-06-16"
"Bloodline: Seizoen 2: Deel 22","09-06-16"
"Bloodline: Seizoen 2: Deel 21","08-06-16"
"Bloodline: Seizoen 2: Deel 20","08-06-16"
"Bloodline: Seizoen 2: Deel 19","08-06-16"
"Bloodline: Seizoen 2: Deel 18","08-06-16"
"Bloodline: Seizoen 2: Deel 17","07-06-16"
"Bloodline: Seizoen 2: Deel 16","07-06-16"
"Bloodline: Seizoen 2: Deel 15","07-06-16"
"Palmeras en la nieve","29-05-16"
"Bloodline: Seizoen 2: Deel 14","27-05-16"
"Bloodline: Seizoen 1: Deel 1","22-05-16"
"Hinterland: The Girl in the Water","16-05-16"
"Hinterland: Penwyllt","16-05-16"
"Hinterland: Night Music","15-05-16"
"Hinterland: Devil's Bridge","15-05-16"
"The Fall: Seizoen 2: What Is in Me Dark Illumine","04-05-16"
"The Fall: Seizoen 2: The Perilous Edge of Battle","04-05-16"
"The Fall: Seizoen 2: The Mind is its Own Place","02-05-16"
"The Fall: Seizoen 2: Beauty Hath Strange Power","02-05-16"
"The Fall: Seizoen 2: Night Darkens the Street","01-05-16"
"The Fall: Seizoen 2: These Troublesome Disguises","01-05-16"
"The Fall: Seizoen 1: The Vast Abyss","01-05-16"
"The Fall: Seizoen 1: My Adventurous Song","01-05-16"
"The Fall: Seizoen 1: Insolence & Wine","01-05-16"
"The Fall: Seizoen 1: Darkness Visible","01-05-16"
"The Fall: Seizoen 1: Dark Descent","01-05-16"
"Het Vonnis","27-04-16"
"The Big Wedding","17-04-16"
"Flight","06-03-16"
"Fifty","06-03-16"
"Snuf de Hond en het Spookslot","07-02-16"
"Tears of the Sun","06-02-16"
"Ride Along","06-02-16"
"Good Will Hunting","12-01-16"
"Incendies","02-01-16"
"Breakout Kings: Fun with Chemistry","30-12-15"
"Breakout Kings: Like Father, Like Son","30-12-15"
"Yellowstone: Battle for Life: Battle for Life: Summer","25-12-15"
"Yellowstone: Battle for Life: Battle for Life: Winter","25-12-15"
"Freedom Writers","17-12-15"
"Sinatra: All or Nothing at All: Deel 1","07-12-15"
"Road to Perdition","04-12-15"
"Top of the Lake: Seizoen 1: No Goodbyes Thanks","25-11-15"
"Top of the Lake: Seizoen 1: The Dark Creator","25-11-15"
"Top of the Lake: Seizoen 1: A Rainbow Above Us","25-11-15"
"Top of the Lake: Seizoen 1: The Edge of the Universe","24-11-15"
"Top of the Lake: Seizoen 1: Searchers Search","24-11-15"
"Top of the Lake: Seizoen 1: Paradise Sold","24-11-15"
"Bron: Seizoen 2: Aflevering 10","23-11-15"
"Bron: Seizoen 2: Aflevering 9","23-11-15"
"Bron: Seizoen 2: Aflevering 8","23-11-15"
"Bron: Seizoen 2: Aflevering 7","22-11-15"
"Bron: Seizoen 2: Aflevering 6","22-11-15"
"Bron: Seizoen 2: Aflevering 5","22-11-15"
"Bron: Seizoen 2: Aflevering 4","22-11-15"
"Bron: Seizoen 2: Aflevering 3","22-11-15"
"Bron: Seizoen 2: Aflevering 2","21-11-15"
"Bron: Seizoen 2: Aflevering 1","21-11-15"
"In The Name Of The King","20-11-15"
"The Edge","19-11-15"
"So Undercover","19-11-15"
"Bron: Seizoen 1: Aflevering 10","17-11-15"
"Bron: Seizoen 1: Aflevering 9","17-11-15"
"Bron: Seizoen 1: Aflevering 8","17-11-15"
"Bron: Seizoen 1: Aflevering 7","16-11-15"
"Bron: Seizoen 1: Aflevering 6","15-11-15"
"Bron: Seizoen 1: Aflevering 5","15-11-15"
"Bron: Seizoen 1: Aflevering 4","15-11-15"
"Bron: Seizoen 1: Aflevering 3","15-11-15"
"Bron: Seizoen 1: Aflevering 2","15-11-15"
"Bron: Seizoen 1: Aflevering 1","15-11-15"
"A Beautiful Mind","13-11-15"
"Snitch","13-11-15"
"Moving Art: Seizoen 1: Waterfalls","13-11-15"
"Camilla Läckberg - Fjällback Murders: De koningin van het licht","11-11-15"
"Camilla Läckberg - Fjällback Murders: Oorlogskind","08-11-15"
"Dicte: Seizoen 2: Wet en plicht - Deel 2","02-11-15"
"Dicte: Seizoen 2: Wet en plicht - Deel 1","02-11-15"
"Dicte: Seizoen 2: Doelen en middelen - Deel 2","02-11-15"
"Dicte: Seizoen 2: Doelen en middelen - Deel 1","02-11-15"
"Dicte: Seizoen 2: Aanwezig en afwezig - Deel 2","01-11-15"
"Dicte: Seizoen 2: Aanwezig en afwezig - Deel 1","01-11-15"
"Dicte: Seizoen 2: Geketende passie - Deel 2","01-11-15"
"Dicte: Seizoen 2: Geketende passie - Deel 1","01-11-15"
"Dicte: Seizoen 2: Dromen en diamanten - Deel 2","01-11-15"
"Dicte: Seizoen 2: Dromen en diamanten - Deel 1","01-11-15"
"Narcos: Seizoen 1: Descenso","01-11-15"
"Homeland: Seizoen 3: The Star","11-10-15"
"Captain Phillips","25-08-15"
"Soul Surfer","17-08-15"
"The Greatest Game Ever Played","15-08-15"
"Invictus","25-07-15"
"Gran Torino","20-07-15"
"Gridiron Gang","08-07-15"
"Penny Dreadful: Night Work","08-07-15"
"Africa: Cape","07-07-15"
"Africa: Sahara","07-07-15"
"White Collar: Out of the Box","20-05-15"
"White Collar: Front Man","20-05-15"
"White Collar: Bottlenecked","08-05-15"
"Houdini: Deel 2","02-05-15"
"Houdini: Deel 1","02-05-15"
"White Collar: Home Invasion","27-04-15"
"White Collar: Vital Signs","27-04-15"
"White Collar: Bad Judgement","22-04-15"
"White Collar: Hard Sell","22-04-15"
"White Collar: Free Fall","21-04-15"
"White Collar: All In","21-04-15"
"White Collar: The Portrait","21-04-15"
"White Collar: Flip of the Coin","18-04-15"
"White Collar: Book of Hours","18-04-15"
"White Collar: Threads","16-04-15"
"White Collar: Pilotaflevering","16-04-15"
"Better Call Saul: Seizoen 1: Marco","08-04-15"
"The Condemned","02-04-15"
"Better Call Saul: Seizoen 1: Pimento","01-04-15"
"Bloodline: Seizoen 1: Deel 13","31-03-15"
"Bloodline: Seizoen 1: Deel 12","31-03-15"
"Bloodline: Seizoen 1: Deel 11","30-03-15"
"Bloodline: Seizoen 1: Deel 10","30-03-15"
"Bloodline: Seizoen 1: Deel 9","29-03-15"
"Bloodline: Seizoen 1: Deel 8","29-03-15"
"Bloodline: Seizoen 1: Deel 7","29-03-15"
"Bloodline: Seizoen 1: Deel 6","29-03-15"
"Bloodline: Seizoen 1: Deel 5","28-03-15"
"Bloodline: Seizoen 1: Deel 4","28-03-15"
"Bloodline: Seizoen 1: Deel 3","27-03-15"
"Bloodline: Seizoen 1: Deel 2","26-03-15"
"Better Call Saul: Seizoen 1: Rico","26-03-15"
"Better Call Saul: Seizoen 1: Bingo","19-03-15"
"Better Call Saul: Seizoen 1: Five-O","12-03-15"
"Better Call Saul: Seizoen 1: Alpine Shepherd Boy","04-03-15"
"Better Call Saul: Seizoen 1: Hero","01-03-15"
"Defiance","27-02-15"
"De marathon","27-02-15"
"Better Call Saul: Seizoen 1: Nacho","17-02-15"
"Better Call Saul: Seizoen 1: Mijo","17-02-15"
"Better Call Saul: Seizoen 1: Uno","17-02-15"
"Wallander: Sidetracked","17-02-15"
"The Missing: Seizoen 1: Till Death","11-02-15"
"The Missing: Seizoen 1: Return to Eden","10-02-15"
"The Missing: Seizoen 1: Concrete","09-02-15"
"The Missing: Seizoen 1: Molly","09-02-15"
"The Missing: Seizoen 1: Gone Fishing","09-02-15"
"The Missing: Seizoen 1: The Meeting","08-02-15"
"The Missing: Seizoen 1: Pray for Me","08-02-15"
"The Missing: Seizoen 1: Eden","08-02-15"
"Remi: Alleen op de wereld: Alleen op de wereld: Aflevering 4","30-01-15"
"Remi: Alleen op de wereld: Alleen op de wereld: Aflevering 3","30-01-15"
"Remi: Alleen op de wereld: Alleen op de wereld: Aflevering 2","30-01-15"
"Remi: Alleen op de wereld: Alleen op de wereld: Aflevering 1","30-01-15"
"Lilyhammer: Seizoen 3: Loose Ends","23-01-15"
"Lilyhammer: Seizoen 3: The Funeral","19-01-15"
"Lilyhammer: Seizoen 3: The Minstrel Boy","19-01-15"
"Lilyhammer: Seizoen 3: Tommy","19-01-15"
"Lilyhammer: Seizoen 3: The Mind is Like a Monkey","18-01-15"
"Lilyhammer: Seizoen 3: The Homecoming","16-01-15"
"Lilyhammer: Seizoen 3: Foreign Affairs","16-01-15"
"Lilyhammer: Seizoen 3: Tiger Boy","16-01-15"
"Lilyhammer: Seizoen 2: Ghosts","13-01-15"
"Lilyhammer: Seizoen 2: The Freezer","13-01-15"
"Lilyhammer: Seizoen 2: Special Education","13-01-15"
"Lilyhammer: Seizoen 2: The Island","12-01-15"
"Lilyhammer: Seizoen 2: The Black Toe","12-01-15"
"Lilyhammer: Seizoen 2: Fiddler's Green","12-01-15"
"Lilyhammer: Seizoen 2: Out of Africa","12-01-15"
"Homeland: Seizoen 3: Good Night","20-12-14"
"Homeland: Seizoen 3: Big Man in Tehran","20-12-14"
"Homeland: Seizoen 3: One Last Thing","17-12-14"
"Homeland: Seizoen 3: A Red Wheelbarrow","17-12-14"
"Homeland: Seizoen 3: Gerontion","17-12-14"
"Homeland: Seizoen 3: Still Positive","16-12-14"
"Homeland: Seizoen 3: The Yoga Play","16-12-14"
"Homeland: Seizoen 3: Game On","16-12-14"
"Homeland: Seizoen 3: Tower of David","16-12-14"
"Homeland: Seizoen 3: Uh... Oh... Ah...","15-12-14"
"Homeland: Seizoen 3: Tin Man is Down","15-12-14"
"Lilyhammer: Seizoen 2: Millwall Brick","07-12-14"
"Lilyhammer: Seizoen 1: Trolls","07-12-14"
"Lilyhammer: Seizoen 1: The Babysitter","07-12-14"
"Lilyhammer: Seizoen 1: Pack Your Lederhosen","06-12-14"
"Lilyhammer: Seizoen 1: My Kind of Town","06-12-14"
"Lilyhammer: Seizoen 1: The Midwife","04-12-14"
"Lilyhammer: Seizoen 1: Guantanamo Blues","04-12-14"
"Lilyhammer: Seizoen 1: The Flamingo","04-12-14"
"Lilyhammer: Seizoen 1: Reality Check","04-12-14"
"Homeland: Seizoen 2: The Choice","22-11-14"
"Homeland: Seizoen 2: In Memoriam","22-11-14"
"Homeland: Seizoen 2: Broken Hearts","22-11-14"
"Homeland: Seizoen 2: Two Hats","22-11-14"
"Homeland: Seizoen 2: I'll Fly Away","22-11-14"
"Homeland: Seizoen 2: The Clearing","17-11-14"
"Homeland: Seizoen 2: A Gettysburg Address","17-11-14"
"Homeland: Seizoen 2: Q&A","16-11-14"
"Homeland: Seizoen 2: New Car Smell","16-11-14"
"Homeland: Seizoen 2: State of Independence","16-11-14"
"Homeland: Seizoen 2: Beirut Is Back","16-11-14"
"Homeland: Seizoen 2: The Smile","16-11-14"
"Man on a Ledge","15-11-14"
"Annika Bengtzon: Crime Reporter: Een plek onder de zon","06-11-14"
"Annika Bengtzon: Crime Reporter: Een heel leven","06-11-14"
"Annika Bengtzon: Crime Reporter: De rode wolf","01-11-14"
"Annika Bengtzon: Crime Reporter: Studio Sex","01-11-14"
"Rescue Dawn","30-10-14"
"Annika Bengtzon: Crime Reporter: Primetime","26-10-14"
"Beasts of the Southern Wild","25-10-14"
"Alleen maar nette mensen","25-10-14"
"Punisher: War Zone","17-10-14"
"Deadwood: Seizoen 1: Bullock Returns to the Camp","11-10-14"
"Lone Survivor","10-10-14"
"Deadwood: Seizoen 1: Plague","06-10-14"
"Deadwood: Seizoen 1: The Trial of Jack McCall","26-09-14"
"Deadwood: Seizoen 1: Here Was a Man","26-09-14"
"Deadwood: Seizoen 1: Deadwood","26-09-14"
"Deadwood: Seizoen 1: Reconoitering the Rim","26-09-14"
"Deadwood: Seizoen 1: Deep Water","26-09-14"
"Where the Trail Ends","22-08-14"
"Michael Jackson's This Is It","22-08-14"
"Secretariat","21-08-14"
"Old Dogs","20-08-14"
"Philly Kid","09-08-14"
"The Crusader","09-08-14"
"The Killing: The Cage","06-08-14"
"The Killing: Pilotaflevering","06-08-14"
"You May Not Kiss the Bride","24-07-14"
"Tactical Force","20-07-14"
"Stash House","06-07-14"
"Resurrecting the Champ","06-07-14"
"The Other Guys","03-07-14"
"Conviction","11-06-14"
"Elephant White","06-06-14"
"Breaking Bad: Seizoen 5: Felina","04-06-14"
"Breaking Bad: Seizoen 5: Granite State","04-06-14"
"Breaking Bad: Seizoen 5: Ozymandias","02-06-14"
"Breaking Bad: Seizoen 5: Rabid Dog","02-06-14"
"Breaking Bad: Seizoen 5: To'hajiilee","02-06-14"
"Breaking Bad: Seizoen 5: Confessions","02-06-14"
"The 13th Warrior","31-05-14"
"Breaking Bad: Seizoen 5: Buried","26-05-14"
"Breaking Bad: Seizoen 5: Blood Money","26-05-14"
"Breaking Bad: Seizoen 5: Gliding Over All","26-05-14"
"Breaking Bad: Seizoen 5: Say My Name","26-05-14"
"In the Electric Mist","26-05-14"
"Breaking Bad: Seizoen 5: Buyout","23-05-14"
"Breaking Bad: Seizoen 5: Dead Freight","22-05-14"
"Breaking Bad: Seizoen 5: Fifty-One","22-05-14"
"Breaking Bad: Seizoen 5: Hazard Pay","22-05-14"
"Breaking Bad: Seizoen 5: Madrigal","22-05-14"
"Breaking Bad: Seizoen 5: Live Free Or Die","21-05-14"
"2012","20-05-14"
"Breaking Bad: Seizoen 4: Face Off","19-05-14"
"Breaking Bad: Seizoen 4: End Times","19-05-14"
"Breaking Bad: Seizoen 4: Crawl Space","17-05-14"
"Breaking Bad: Seizoen 4: Salud","17-05-14"
"Breaking Bad: Seizoen 4: Bug","13-05-14"
"Source Code","13-05-14"
"Breaking Bad: Seizoen 4: Hermanos","12-05-14"
"Breaking Bad: Seizoen 4: Problem Dog","11-05-14"
"Breaking Bad: Seizoen 4: Cornered","11-05-14"
"Breaking Bad: Seizoen 4: Shotgun","07-05-14"
"Breaking Bad: Seizoen 4: Bullet Points","07-05-14"
"Breaking Bad: Seizoen 4: Open House","04-05-14"
"Breaking Bad: Seizoen 4: Thirty-Eight Snub","04-05-14"
"Breaking Bad: Seizoen 4: Box Cutter","03-05-14"
"Breaking Bad: Seizoen 3: Full Measure","03-05-14"
"Breaking Bad: Seizoen 3: Half Measures","03-05-14"
"Prince of Persia: The Sands of Time","02-05-14"
"Breaking Bad: Seizoen 3: Abiquiu","01-05-14"
"Breaking Bad: Seizoen 3: Fly","01-05-14"
"Breaking Bad: Seizoen 3: Kafkaesque","01-05-14"
"Breaking Bad: Seizoen 3: I See You","30-04-14"
"Breaking Bad: Seizoen 3: One Minute","30-04-14"
"Breaking Bad: Seizoen 3: Sunset","28-04-14"
"Breaking Bad: Seizoen 3: Mas","28-04-14"
"Breaking Bad: Seizoen 3: Green Light","28-04-14"
"Breaking Bad: Seizoen 3: I.F.T.","28-04-14"
"Breaking Bad: Seizoen 3: Caballo Sin Nombre","28-04-14"
"The Hunters","28-04-14"
"Breaking Bad: Seizoen 3: No Más","27-04-14"
"Breaking Bad: Seizoen 2: ABQ","27-04-14"
"Breaking Bad: Seizoen 2: Phoenix","27-04-14"
"Breaking Bad: Seizoen 2: Mandala","27-04-14"
"Breaking Bad: Seizoen 2: Over","27-04-14"
"Breaking Bad: Seizoen 2: 4 Days Out","27-04-14"
"Breaking Bad: Seizoen 2: Better Call Saul","27-04-14"
"Breaking Bad: Seizoen 2: Negro y Azul","26-04-14"
"Breaking Bad: Seizoen 2: Peekaboo","26-04-14"
"Breaking Bad: Seizoen 2: Breakage","26-04-14"
"Tropa de Elite 2: O Inimigo Agora É Outro","24-04-14"
"Breaking Bad: Seizoen 2: Down","22-04-14"
"The Untouchables","22-04-14"
"The Expendables","22-04-14"
"The Avengers","17-04-14"
"Breaking Bad: Seizoen 2: Bit by a Dead Bee","15-04-14"
"Breaking Bad: Seizoen 2: Grilled","15-04-14"
"Breaking Bad: Seizoen 2: Seven Thirty-Seven","14-04-14"
"Breaking Bad: Seizoen 1: A No-Rough-Stuff-Type Deal","14-04-14"
"Breaking Bad: Seizoen 1: Crazy Handful of Nothin'","14-04-14"
"Breaking Bad: Seizoen 1: Gray Matter","13-04-14"
"Breaking Bad: Seizoen 1: Cancer Man","13-04-14"
"Breaking Bad: Seizoen 1: And the Bag's in the River","13-04-14"
"Breaking Bad: Seizoen 1: The Cat's in the Bag","13-04-14"
"Den som dræber: Those Who Kill: Aflevering 12","12-04-14"
"Den som dræber: Those Who Kill: Aflevering 11","12-04-14"
"Den som dræber: Those Who Kill: Aflevering 10","10-04-14"
"Den som dræber: Those Who Kill: Aflevering 9","10-04-14"
"Brooklyn's Finest","09-04-14"
"The Happening","27-03-14"
"Mongol","27-03-14"
"Den som dræber: Those Who Kill: Aflevering 8","22-03-14"
"Den som dræber: Those Who Kill: Aflevering 7","22-03-14"
"Den som dræber: Those Who Kill: Aflevering 6","20-03-14"
"Den som dræber: Those Who Kill: Aflevering 5","20-03-14"
"Den som dræber: Those Who Kill: Aflevering 4","16-03-14"
"Den som dræber: Those Who Kill: Aflevering 3","16-03-14"
"Den som dræber: Those Who Kill: Aflevering 2","16-03-14"
"Den som dræber: Those Who Kill: Aflevering 1","16-03-14"
"Walk the Line","07-03-14"
"Set Up","05-03-14"
"Arne Dahl: Europa-blues: Deel 2","03-03-14"
"Arne Dahl: Europa-blues: Deel 1","03-03-14"
"Arne Dahl: Bijbelse vaten: Deel 2","02-03-14"
"Arne Dahl: Bijbelse vaten: Deel 1","25-02-14"
"Snowglobe","21-02-14"
"Super Buddies","21-02-14"
"Arne Dahl: Smeeroffer: Deel 2","20-02-14"
"Arne Dahl: Smeeroffer: Deel 1","20-02-14"
"Arne Dahl: Kwaad bloed: Deel 2","19-02-14"
"Arne Dahl: Kwaad bloed: Deel 1","19-02-14"
"Arne Dahl: Misterioso: Deel 2","13-02-14"
"Arne Dahl: Misterioso: Deel 1","13-02-14"
"What Dreams May Come","01-02-14"
"Dicte: Geweld en macht - Deel 2","26-01-14"
"Dicte: Geweld en macht - Deel 1","26-01-14"
"Dicte: Het leven en het lichaam - Deel 2","26-01-14"
